상병코드,상병명
E90*  ,달리 분류된 질환에서의 영양 및 대사 장애(Nutritional and metabolic disorders in diseases classified elsewhere)
F00*  ,알쯔하이머병에서의 치매(Dementia in Alzheimer's disease)(G30.-)
F01,혈관성 치매(Vascular dementia)
F02*  ,달리 분류된 기타 질환에서의 치매(Dementia in other diseases classified elsewhere)
F03,상세불명의 치매(Unspecified dementia)
F04,"알코올 및 기타 정신활성 물질에 의한 유발성이 아닌 기질성 기억상실 증후군(Organic amnesic syndrome, not induced by alcohol and other psychoactive substances)"
F05,"알코올 및 기타 정신활성 물질에 의하여 유발되지 않은 섬망(Delirium, not induced by alcohol and other psychoactive substances)"
F06,"뇌손상, 뇌기능 이상 및 신체질환에 의한 기타 정신 장애(Other mental disorders due to brain damage and dysfunction and to physical disease)"
F07,"뇌질환, 뇌손상 및 기능이상에 의한 인격 및 행동 장애(Personality and behavioural disorders due to brain disease, damage and dysfunction)"
F09,상세불명의 기질성 또는 증상성 정신 장애(Unspecified organic or symptomatic mental disorder)
F10.- ,알코올사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of alcohol)
F11.- ,아편유사제 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of opioids)
F12.- ,카나비노이드 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of cannabinoids)
F13.- ,진정제 또는 최면제(수면제) 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of sedatives or hypnotics)
F14.- ,코카인 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of cocaine)
F15.- ,"카페인을 포함하는 기타 흥분제 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of other stimulants, including caffeine)"
F16.- ,환각제 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of hallucinogens)
F17.- ,담배 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of tobacco)
F18.- ,휘발성용제 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to use of volatile solvents)
F19.- ,여러 약물 사용 및 기타 정신활성 물질의 사용에 의한 정신 및 행동 장애(Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances)
F20,정신분열병(Schizophrenia)
F21,분열형 장애(Schizotypal disorder)
F22,지속성 망상성 장애(Persistent delusional disorders)
F23,급성 및 일과성 정신병적 장애(Acute and transient psychotic disorders)
F24,유발성 망상성 장애(Induced delusional disorder)
F25,분열정동성 장애(Schizoaffective disorders)
F28,기타 비기질적 정신병적 장애(Other nonorganic psychotic disorders)
F29,상세불명의 비기질적 정신병(Unspecified nonorganic psychosis)
F30,조병 에피소드(Manic episode)
F31,양극성 정동 장애(Bipolar affective disorder)
F32,우울병 에피소드(Depressive episode)
F33,재발성 우울성 장애(Recurrent depressive disorder)
F34,지속성 기분[정동] 장애(Persistent mood [affective] disorders)
F38,기타 기분[정동] 장애(Other mood [affective] disorders)
F39,상세불명의 기분[정동] 장애(Unspecified mood[affective] disorder)
F40,공포 불안 장애(Phobic anxiety disorders)
F41,기타 불안 장애(Other anxiety disorders)
F42,강박 장애(Obsessive-compulsive disorder)
F43,"심한 스트레스에 대한 반응 및 적응 장애(Reaction to severe stress, and adjustment disorders)"
F44,해리[전환] 장애(Dissociative [conversion] disorders)
F45,신체형 장애(Somatoform disorders)
F48,기타 신경성 장애(Other neurotic disorders)
F50,섭식 장애(Eating disorders)
F51,비기질적 수면 장애(Nonorganic sleep disorders)
F52,"기질적 장애나 질병에 의하지 않은 성기능 이상(Sexual dysfunction, not caused by organic disorder or disease)"
F53,"달리 분류되지 않은 산후기의 정신 및 행동 장애(Mental and behavioural disorders associated with the puerperium, NEC)"
F54,달리 분류된 장애나 질환에 연관된 심리적 요소 및 행동적 요소(Psychological and behavioural factors associated with disorders or diseases classified elsewhere)
F55,비의존성 생산물질의 남용(Abuse of non-dependence-producing substances)
F59,생리적 장애 및 신체적 요소와 연관된 상세불명의 행동 증후군(Unspecified behavioural syndromes associated with physiological disturbances and physical factors)
F60,특정 인격 장애(Specific personality disorders)
F61,혼합형 및 기타 인격 장애(Mixed and other personality disorders)
F62,"뇌손상 및 질병이 원인이 아닌 지속적인 인격변조(Enduring personality changes, not attributable to brain damage and disease)"
F63,습관 및 충동 장애(Habit and impulse disorders)
F64,성 주체성 장애(Gender identity disorders)
F65,성 도착증(Disorders of sexual preference)
F66,성적 발달과 지남력에 관계된 심리적 장애 및 행동 장애(Psychological and behavioural disorders associated with sexual development and orientation)
F68,성인의 인격 및 행동의 기타 장애(Other disorders of adult personality and behaviour)
F69,성인 인격 및 행동의 상세불명의 장애(Unspecified disorder of adult personality and behaviour)
F70,경도 정신 발육지연(Mild mental retardation)
F71,중등도 정신 발육지연(Moderate mental retardation)
F72,중증 정신 발육지연(Severe mental retardation)
F73,심한 정신 발육지연(Profound mental retardation)
F78,기타 정신 발육지연(Other mental retardation)
F79,상세불명의 정신 발육지연(Unspecified mental retardation)
F80,말과 언어의 특수 발달 장애(Specific developmental disorders of speech and language)
F81,학습숙련의 특수 발달 장애(Specific developmental disorders of scholastic skills)
F82,운동기능의 특수 발달 장애(Specific developmental disorder of motor function)
F83,혼합형의 특수 발달 장애(Mixed specific developmental disorders)
F84,전반적 발달 장애(Pervasive developmental disorders)
F88,기타 심리적 발달 장애(Other disorders of psychological development)
F89,상세불명의 심리적 발달 장애(Unspecified disorder of psychological development)
F90,과운동성 장애(Hyperkinetic disorders)
F91,행동 장애(Conduct disorders)
F92,행동 및 정서의 혼합된 장애(Mixed disorders of conduct and emotions)
F93,소아기에만 발병하는 정서 장애(Emotional disorders with onset specific to childhood)
F94,소아기 및 청년기에만 발병하는 사회적 기능수행 장애(Disorders of social functioning with onset specific to childhood and adolescence)
F95,틱 장애(Tic disorders)
F98,소아기 및 청년기에 주로 발병하는 기타 행동 및 정서 장애(Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence)
F99,정신 장애(Mental disorder) NOS
G00,"달리 분류되지 않은 세균성 수막염(Bacterial meningitis, NEC)"
G01*  ,달리 분류된 세균성 질환에서의 수막염(Meningitis in bacterial diseases classified elsewhere)
G02*  ,달리 분류된 기타 감염성 및 기생충성 질환에서의 수막염(Meningitis in other infectious and parasitic diseases classified elsewhere)
G03,기타 및 상세불명의 원인에 의한 수막염(Meningitis due to other and unspecified causes)
G04,"뇌염, 척수염 및 뇌척수염(Encephalitis, myelitis and encephalomyelitis)"
G05*  ,"달리 분류된 질환에서의 뇌염, 척수염 및 뇌척수염(Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere)"
G06,두개강내 및 척수내 고름집(농양) 및 육아종(Intracranial and intraspinal abscess and granuloma)
G07*  ,달리 분류된 질환에서의 두개강내 및 척수내 고름집(농양) 및 육아종(Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere)
G08,두개강내 및 척수내 정맥염 및 혈전성 정맥염(Intracranial and intraspinal phlebitis and thrombophlebitis)
G09,중추신경계통의 염증성 질환의 후유증(Sequelae of inflammatory diseases of central nervous system)
G10,헌팅톤병(Huntington's disease)
G11,유전성 운동실조(Hereditary ataxia)
G12,척수성 근육위축 및 관련 증후군(Spinal muscular atrophy and related syndromes)
G13*  ,달리 분류된 질환에서의 일차적으로 중추신경계통에 영향을 주는 전신 위축(Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere)
G20,파킨슨병(Parkinson's disease)
G21,속발성 파킨슨증(Secondary parkinsonism)
G22*  ,달리 분류된 질환에서의 파킨슨증(Parkinsonism in diseases classified elsewhere)
G23,기저핵의 기타 퇴행성 질환(Other degenerative diseases of basal ganglia)
G24,근육긴장 이상(Dystonia)
G25,기타 추체외로 및 운동 장애(Other extrapyramidal and movement disorders)
G26*  ,달리 분류된 질환에서의 추체외로 및 운동 장애(Extrapyramidal and movement disorders in diseases classified elsewhere)
G30,알쯔하이머병(Alzheimer's disease)
G31,신경계통의 기타 퇴행성 질환(Other degenerative diseases of nervous system) NEC
G32*  ,달리 분류된 질환에서의 신경계통의 기타 퇴행성 장애(Other degenerative  disorders of nervous system in diseases classified elsewhere)
G35,다발 경화증(Multiple sclerosis)
G36,기타 급성 파종성 탈수초(Other acute disseminated demyelination)
G37,중추신경계통의 기타 탈수초성 질환(Other demyelinating diseases of central nervous system)
G40,간질(Epilepsy)
G41,간질 지속상태(Status epilepticus)
G43,편두통(Migraine)
G44,기타 두통 증후군(Other headache syndromes)
G45,일과성 대뇌 허혈성 발작 및 관련 증후군(Transient cerebral ischaemic attacks and related syndromes)
G46*  ,대뇌혈관 질환에서의 뇌혈관 증후군(Vascular syndromes of brain in cerebro- vascular diseases)(I60-I67)
G47,수면 장애(Sleep disorders)
G50,삼차 신경의 장애(Disorders of trigeminal nerve)
G51,얼굴 신경 장애(Facial nerve disorders)
G52,기타 뇌신경의 장애(Disorders of other cranial nerves)
G53*  ,달리 분류된 질환에서의 뇌신경 장애(Cranial nerve disorders in diseases classified elsewhere)
G54,신경뿌리 및 신경얼기 장애(Nerve root and plexus disorders)
G55*  ,달리 분류된 질환에서의 신경뿌리 및 신경얼기 압박(Nerve root and plexus compressions in diseases classified elsewhere)
G56,팔의 단발 신경병증(Mononeuropathies of upper limb)
G57,다리의 단발 신경병증(Mononeuropathies of lower limb)
G58,기타 단발 신경병증(Other mononeuropathies)
G59*  ,달리 분류된 질환에서의 단발 신경병증(Mononeuropathy in diseases classified elsewhere)
G60,유전성 및 특발성 신경병증(Hereditary and idiopathic neuropathy)
G61,염증성 다발 신경병증(Inflammatory polyneuropathy)
G62,기타 다발 신경병증(Other polyneuropathies)
G63*  ,달리 분류된 질환에서의 다발 신경병증(Polyneuropathy in diseases classified elsewhere)
G64,말초신경계통의 기타 장애(Other disorders of peripheral nervous system)
G70,중증 근육무력증 및 기타 근신경성 장애(Myasthenia gravis and other myoneural disorders)
G71,근육의 원발성 장애(Primary disorders of muscles)
G72,기타 근육병증(Other myopathies)
G73*  ,달리 분류된 질환에서의 근신경 이행부 및 근육의 장애(Disorders of myoneural junction and muscle in diseases classified elsewhere)
G80,유아성 뇌성마비(Infantile cerebral palsy)
G81,편마비(Hemiplegia)
G82,대마비 및 사지마비(Paraplegia and tetraplegia)
G83,기타 마비성 증후군(Other paralytic syndromes)
G90,자율신경계통의 장애(Disorders of autonomic nervous system)
G91,수두증(Hydrocephalus)
G92,독성 뇌병증(Toxic encephalopathy)
G93,뇌의 기타 장애(Other disorders of brain)
G94*  ,달리 분류된 질환에서의 뇌의 기타 장애(Other disorders of brain in diseases classified elsewhere)
G95,척수의 기타 질환(Other diseases of spinal cord)
G96,중추 신경계통의 기타 장애(Other disorders of central nervous system)
G97,"달리 분류되지 않은 신경계통의 처치후 장애(Postprocedural disorders of nervous system, NEC)"
G98,"달리 분류되지 않은 신경계통의 기타 장애(Other disorders of nervous system, NEC)"
G99*  ,달리 분류된 질환에서의 신경계통의 기타 장애(Other disorders of nervous system in diseases classified elsewhere)
H00,다래끼 및 콩다래끼(Hordeolum and chalazion)
H01,눈꺼풀의 기타 염증(Other inflammation of eyelid)
H02,눈꺼풀의 기타 장애(Other disorders of eyelid)
H03*  ,달리 분류된 질환에서의 눈꺼풀의 장애(Disorders of eyelid in diseases classified elsewhere)
H04,눈물기관의 장애(Disorders of lacrimal system)
H05,안와의 장애(Disorders of orbit)
H06*  ,달리 분류된 질환에서의 눈물기관 및 안와의 장애(Disorders of lacrimal system and orbit in diseases classified elsewhere)
H10,결막염(Conjunctivitis)
H11,결막의 기타 장애(Other disorders of conjunctiva)
H13*  ,달리 분류된 질환에서의 결막의 장애(Disorders of conjunctiva in diseases classified elsewhere)
